char_pos,word_pos,file_line,origin,word_after,word_before,line,mikta,halacha,chapter,masechet_he,amud,daf,system_line
65,13,20190,ליידן,אוכלינה,שלא,01,1,009,003,שבועות,א,לה,00199
1,1,20203,ליידן,"""שבועת",,01,1,001,004,שבועות,ב,לה,00212
115,26,20221,ליידן,עד,שנים,02,5,001,004,שבועות,ג,לה,00230
64,12,20246,ליידן,שבועה,עמהן,02,1,005,004,שבועות,ד,לה,00255
1,1,20272,ליידן,"""שבועת",,01,1,001,005,שבועות,א,לו,00281
125,28,20284,ליידן,כאמור,שוה,02,2,001,005,שבועות,ב,לו,00293
197,42,20309,ליידן,ועדים,טפוס,04,4,003,005,שבועות,ג,לו,00318
1,1,20323,ליידן,"""שבועת",,01,1,001,006,שבועות,ד,לו,00332
37,9,20339,ליידן,לי,תתניהו,01,1,002,006,שבועות,א,לז,00348
57,12,20362,ליידן,קברתיה,לא,08,1,004,006,שבועות,ב,לז,00371
1,1,20382,ליידן,"""כל",,01,1,001,007,שבועות,ג,לז,00391
1,1,20392,ליידן,מתנית',,08,2,001,007,שבועות,ד,לז,00401
114,21,20412,ליידן,ובית,שבועה,09,1,004,007,שבועות,א,לח,00421
1,1,20436,ליידן,"""ארבעה",,01,1,001,008,שבועות,ב,לח,00445
101,20,20448,ליידן,משלמין,ומתה,13,1,001,008,שבועות,ג,לח,00457
1,1,20471,ליידן,הל',,01,1,002,008,שבועות,ד,לח,00480
1,1,20495,ליידן,"""לפני",,01,1,001,001,עבודה זרה,א,לט,00001
62,14,20499,ליידן,יש',של,05,1,001,001,עבודה זרה,ב,לט,00005
310,60,20517,ליידן,אנא,מדייא,02,1,002,001,עבודה זרה,ג,לט,00023
244,46,20541,ליידן,שמים,כנפות,03,1,004,001,עבודה זרה,ד,לט,00047
207,41,20563,ליידן,והוו,קנס,02,3,006,001,עבודה זרה,א,מ,00069
28,8,20587,ליידן,יוסי,ר',11,2,008,001,עבודה זרה,ב,מ,00093
1,1,20594,ליידן,"""אין",,01,1,001,002,עבודה זרה,ג,מ,00100
9,3,20618,ליידן,"""ומתרפין",ב',01,1,002,002,עבודה זרה,ד,מ,00124
25,6,20641,ליידן,בן,אשריך,23.1,1,002,002,עבודה זרה,א,מא,00146
8,3,20671,ליידן,שמעון,ר',18.1,1,003,002,עבודה זרה,ב,מא,00176
116,28,20694,ליידן,ועבדין,מקשי,08,1,004,002,עבודה זרה,ג,מא,00200
138,30,20722,ליידן,"מחר""",בעמלק,10,2,005,002,עבודה זרה,ד,מא,00228
18,4,20749,ליידן,הן,מה,21,1,006,002,עבודה זרה,א,מב,00255
1,1,20770,ליידן,"""כל",,01,1,001,003,עבודה זרה,ב,מב,00276
134,26,20773,ליידן,אל,"האלילים""",04,1,001,003,עבודה זרה,ג,מב,00279
119,22,20798,ליידן,ויברכיני,ניחשתי,02,1,002,003,עבודה זרה,ד,מב,00304
13,4,20819,ליידן,ר',בשם,05,1,005,003,עבודה זרה,א,מג,00325
5,2,20843,ליידן,דמר,מאן,11.1,1,006,003,עבודה זרה,ב,מג,00348
1,1,20868,ליידן,לית,,08,1,008,003,עבודה זרה,ג,מג,00374
120,24,20875,ליידן,משום,בו,03,1,001,004,עבודה זרה,ד,מג,00381
45,12,20901,ליידן,שמעון,לר',09,1,004,004,עבודה זרה,א,מד,00407
134,25,20924,ליידן,ידיה,מתותי,06,1,008,004,עבודה זרה,ב,מד,00430
1,1,20947,ליידן,"""השוכר",,01,1,001,005,עבודה זרה,ג,מד,00453
1,1,20955,ליידן,הכל,,09,1,001,005,עבודה זרה,ד,מד,00461
111,22,20978,ליידן,מפישוט,חוץ,01,1,005,005,עבודה זרה,א,מה,00484
60,15,21001,ליידן,הכא,אוף,14,1,008,005,עבודה זרה,ב,מה,00507
1,1,21028,ליידן,"""הורו",,01,1,001,001,הוריות,ג,מה,00001
97,21,21032,ליידן,והביא2,חטאתו,05,1,001,001,הוריות,ד,מה,00005
160,26,21060,ליידן,בית,כהורייה,08,1,002,001,הוריות,א,מו,00033
235,44,21085,ליידן,או,אלא,05,1,005,001,הוריות,ב,מו,00058
1,1,21104,ליידן,"""הורה",,01,1,001,002,הוריות,ג,מו,00077
71,15,21125,ליידן,אמ',דר',09,3,003,002,הוריות,ד,מו,00098
1,1,21154,ליידן,"""כהן",,01,1,001,003,הוריות,א,מז,00127
107,24,21169,ליידן,להביא,עליו,07,1,003,003,הוריות,ב,מז,00142
73,16,21192,ליידן,לו,ונתוודע,30,1,003,003,הוריות,ג,מז,00165
263,51,21215,ליידן,מביא,דבר,04,2,004,003,הוריות,ד,מז,00188
86,19,21242,ליידן,גומר,או',05,1,005,003,הוריות,א,מח,00215
218,48,21265,ליידן,וזה,להחיות,02,1,007,003,הוריות,ב,מח,00238
16,5,21293,ליידן,להם,צרך,15,1,008,003,הוריות,ג,מח,00266
1,1,21318,ליידן,"""שמי",,01,1,001,001,נידה,ד,מח,00001
14,4,21326,ליידן,שאמרו,לעת,08,1,001,001,נידה,א,מט,00009
53,13,21345,ליידן,הכרת,היא,09,1,004,001,נידה,ב,מט,00028
10,3,21367,ליידן,או',יוסי,01,3,005,001,נידה,ג,מט,00050
1,1,21389,ליידן,"""כל",,01,1,001,002,נידה,ד,מט,00072
65,15,21404,ליידן,ממש,חכמ',02,1,003,002,נידה,א,נ,00087
229,45,21425,ליידן,רב,אמ',05,2,007,002,נידה,ב,נ,00108
1,1,21440,ליידן,"""המפלת",,01,1,001,003,נידה,ג,נ,00123
1,1,21460,ליידן,אמ',,11,2,002,003,נידה,ד,נ,00143
1,1,21484,ליידן,תנא,,13,1,004,003,נידה,א,נא,00167
1,1,21500,ליידן,"""בנות",,01,1,001,004,נידה,ב,נא,00183
